orden_id;codigo_postal_vendedor;ciudad_vendedor;departamento_vendedor
50306PP75A;27001;Quibdo;Choco
61037PD85A;5002;Abejorral;Antioquia
109830PG63B;73001;Ibague;Tolima
97985PI51A;47001;Santa marta;Magdalena
85228PI22A;17001;Manizales;Caldas
108747PF49A;27001;Quibdo;Choco
95776PA87A;52480;Nariño;Nariño
17220PQ94A;52356;Ipiales;Nariño
84813PT52A;95001;San jose del guaviare;Guaviare
22241PQ53A;52405;Leiva;Nariño
13808PP42A;70001;Sincelejo;Sucre
34404PQ51A;52427;Magui;Nariño
30437PM40A;5001;Medellin;Antioquia
65640PE39A;52405;Leiva;Nariño
71643PJ23A;52565;Providencia;Nariño
31145PE18A;50001;Villavicencio;Meta
24174PA83B;44001;Riohacha;La guajira
58859PK86A;52381;La florida;Nariño
61069PC88A;5004;Abriaqui;Antioquia
64656PI26A;50686;San juanito;Meta
48867PS64A;13006;Achi;Bolivar
42660PQ23A;52381;La florida;Nariño
72252PC29A;81001;Arauca;Arauca
77736PH74A;50006;Acacias;Meta
57882PJ22A;76001;Cali;Valle del cauca
88114PM78A;70001;Sincelejo;Sucre
77222PD33A;76001;Cali;Valle del cauca
61472PP13B;70001;Sincelejo;Sucre
99580PH19A;52210;Contadero;Nariño
58958PS49A;23001;Monteria;Cordoba
3415PQ58A;25001;Agua de dios;Cundinamarca
46842PN83A;50686;San juanito;Meta
2572PE25A;52203;Colon;Nariño
58880PN87A;94001;Inirida;Guainia
52639PH21A;85001;Yopal;Casanare
76997PE42A;52210;Contadero;Nariño
27481PQ97A;85001;Yopal;Casanare
51807PS43A;23001;Monteria;Cordoba
51010PF23A;11001;Bogota d.c.;Bogota d.c.
58465PL29A;50683;San juan de arama;Meta
29781PB39A;5001;Medellin;Antioquia
36602PC81A;52356;Ipiales;Nariño
19325PQ72A;85001;Yopal;Casanare
37342PE43A;47001;Santa marta;Magdalena
88493PF31A;52323;Gualmatan;Nariño
16195PM51A;20001;Valledupar;Cesar
73912PF88A;52565;Providencia;Nariño
85161PC30A;52490;Olaya herrera;Nariño
2913PD86A;52203;Colon;Nariño
43849PR21A;52079;Barbacoas;Nariño
98368PA70B;52323;Gualmatan;Nariño
102179PS36B;52207;Consaca;Nariño
111698PT54A;52411;Linares;Nariño
42586PH99A;70001;Sincelejo;Sucre
51366PD11A;85001;Yopal;Casanare
10226PD40C;17001;Manizales;Caldas
69186PH12A;52210;Contadero;Nariño
13465PI94A;52411;Linares;Nariño
104531PD44A;52051;Arboleda;Nariño
91669PR39A;97001;Mitu;Vaupes
82244PI10A;73001;Ibague;Tolima
11919PN92A;52323;Gualmatan;Nariño
1464PH72A;54003;Abrego;Norte de santander
66834PR88B;86001;Mocoa;Putumayo
53316PG62A;52051;Arboleda;Nariño
100672PH88A;52323;Gualmatan;Nariño
79637PN27A;8001;Barranquilla;Atlantico
83589PJ37A;85001;Yopal;Casanare
105853PS31A;52411;Linares;Nariño
103345PL19B;50683;San juan de arama;Meta
14278PD99A;52051;Arboleda;Nariño
224PE88B;70001;Sincelejo;Sucre
52886PD39A;70001;Sincelejo;Sucre
100418PG97A;52210;Contadero;Nariño
15290PQ56A;52051;Arboleda;Nariño
63160PH60B;52323;Gualmatan;Nariño
4414PI83A;19001;Popayan;Cauca
67436PF47A;52490;Olaya herrera;Nariño
19511PP72A;52203;Colon;Nariño
61450PT80B;13006;Achi;Bolivar
49978PP73A;41001;Neiva;Huila
9868PP75C;52473;Mosquera;Nariño
33276PN61A;52210;Contadero;Nariño
30321PE12A;23001;Monteria;Cordoba
29394PN55A;18001;Florencia;Caqueta
6967PD97A;86001;Mocoa;Putumayo
91124PQ40A;85001;Yopal;Casanare
6384PC11A;52427;Magui;Nariño
25014PC37A;23001;Monteria;Cordoba
108985PF86A;52210;Contadero;Nariño
20014PH85A;52323;Gualmatan;Nariño
10654PE85A;52480;Nariño;Nariño
84942PL18A;76001;Cali;Valle del cauca
62533PI49A;52480;Nariño;Nariño
56564PL28A;52565;Providencia;Nariño
204PC55A;52490;Olaya herrera;Nariño
1249PQ82A;50683;San juan de arama;Meta
26617PP63A;18001;Florencia;Caqueta
61139PF73A;50683;San juan de arama;Meta
76771PA84B;76001;Cali;Valle del cauca
26939PS77A;19001;Popayan;Cauca
97426PG57A;70001;Sincelejo;Sucre
90079PR44A;52381;La florida;Nariño
70079PN60A;52473;Mosquera;Nariño
30789PC31A;52480;Nariño;Nariño
41727PN18A;50006;Acacias;Meta
98508PQ48A;52323;Gualmatan;Nariño
17543PS63C;50683;San juan de arama;Meta
94058PK79A;70001;Sincelejo;Sucre
57684PI27A;52473;Mosquera;Nariño
26452PC41A;19001;Popayan;Cauca
104859PP72A;70001;Sincelejo;Sucre
100342PI28A;52473;Mosquera;Nariño
67824PI26A;85001;Yopal;Casanare
68028PK45A;13001;Cartagena;Bolivar
14169PP38A;52399;La union;Nariño
107483PP85A;19001;Popayan;Cauca
81157PF22A;52560;Potosi;Nariño
68035PK11A;52203;Colon;Nariño
91206PK94A;70001;Sincelejo;Sucre
50533PI18B;52473;Mosquera;Nariño
80570PQ64A;50006;Acacias;Meta
98070PI31A;52390;La tola;Nariño
44559PF35A;8001;Barranquilla;Atlantico
23139PP94A;52210;Contadero;Nariño
49441PQ63A;8001;Barranquilla;Atlantico
72111PL26A;17001;Manizales;Caldas
87789PE43A;50001;Villavicencio;Meta
94280PQ87A;52356;Ipiales;Nariño
89802PN71A;66001;Pereira;Risaralda
92391PP17A;68001;Bucaramanga;Santander
51292PF35C;52565;Providencia;Nariño
52644PD91A;52210;Contadero;Nariño
92806PC58A;52203;Colon;Nariño
5532PA15A;97001;Mitu;Vaupes
11676PG97A;76001;Cali;Valle del cauca
67032PF41A;70001;Sincelejo;Sucre
84303PK64A;18001;Florencia;Caqueta
109833PR56A;52435;Mallama;Nariño
74003PK15A;52411;Linares;Nariño
7403PK33A;50001;Villavicencio;Meta
92584PH86A;52378;La cruz;Nariño
35334PR74A;54003;Abrego;Norte de santander
73534PL11A;5001;Medellin;Antioquia
57354PJ67D;73001;Ibague;Tolima
28222PL26A;52323;Gualmatan;Nariño
94759PP83A;50006;Acacias;Meta
83858PG41A;52203;Colon;Nariño
78308PJ89A;97001;Mitu;Vaupes
90541PJ70C;68001;Bucaramanga;Santander
108591PD57A;19001;Popayan;Cauca
43679PN96A;85001;Yopal;Casanare
108083PL53A;95001;San jose del guaviare;Guaviare
57273PK61A;52210;Contadero;Nariño
67416PM71A;5001;Medellin;Antioquia
67601PF12A;54001;Cucuta;Norte de santander
60743PB15A;19001;Popayan;Cauca
4745PQ96B;50686;San juanito;Meta
86031PA11A;23001;Monteria;Cordoba
48356PE35A;25001;Agua de dios;Cundinamarca
46191PM59A;52323;Gualmatan;Nariño
67031PA57A;91001;Leticia;Amazonas
4170PC49B;13006;Achi;Bolivar
86490PF63A;18001;Florencia;Caqueta
34746PK34A;44001;Riohacha;La guajira
97735PP23A;50001;Villavicencio;Meta
111743PI80A;47001;Santa marta;Magdalena
108142PJ88A;20001;Valledupar;Cesar
62438PJ94A;5002;Abejorral;Antioquia
66795PD20A;17001;Manizales;Caldas
101288PN55A;95001;San jose del guaviare;Guaviare
46148PC10A;50686;San juanito;Meta
49007PT53A;52207;Consaca;Nariño
110084PQ47A;54003;Abrego;Norte de santander
27881PL69B;52323;Gualmatan;Nariño
60102PB23A;52435;Mallama;Nariño
106883PS26A;52490;Olaya herrera;Nariño
31722PQ28A;52323;Gualmatan;Nariño
97835PG82A;17001;Manizales;Caldas
57049PH12A;76001;Cali;Valle del cauca
28771PG58B;8001;Barranquilla;Atlantico
101535PL56A;50006;Acacias;Meta
14190PE34B;76001;Cali;Valle del cauca
59688PL29A;70001;Sincelejo;Sucre
18711PR42A;52435;Mallama;Nariño
59516PR48A;52418;Los andes;Nariño
99699PJ18A;52203;Colon;Nariño
65961PC58A;66001;Pereira;Risaralda
60636PO28B;52480;Nariño;Nariño
101819PS42A;81001;Arauca;Arauca
32838PH53A;66001;Pereira;Risaralda
79083PA85A;66001;Pereira;Risaralda
11084PN35A;52381;La florida;Nariño
112631PL67A;76001;Cali;Valle del cauca
106083PD37A;52210;Contadero;Nariño
13620PH46A;23001;Monteria;Cordoba
39710PJ27A;81001;Arauca;Arauca
22657PM62B;66001;Pereira;Risaralda
44026PM52A;52203;Colon;Nariño
94841PG29A;13001;Cartagena;Bolivar
20712PR55A;52399;La union;Nariño
77709PC73A;52565;Providencia;Nariño
30251PA90A;91001;Leticia;Amazonas
40067PH40B;5001;Medellin;Antioquia
84852PD31A;23001;Monteria;Cordoba
70638PP11A;54003;Abrego;Norte de santander
2727PB85A;52480;Nariño;Nariño
17866PF51A;85001;Yopal;Casanare
35573PE33A;50006;Acacias;Meta
12330PB85A;52405;Leiva;Nariño
34609PG93B;19001;Popayan;Cauca
105130PL58A;8001;Barranquilla;Atlantico
55899PG62A;50683;San juan de arama;Meta
90961PK17A;50006;Acacias;Meta
16420PO64B;25001;Agua de dios;Cundinamarca
27886PR86A;8001;Barranquilla;Atlantico
90031PN38A;5002;Abejorral;Antioquia
84786PQ93A;52356;Ipiales;Nariño
71316PJ17A;52540;Policarpa;Nariño
74333PH70A;76001;Cali;Valle del cauca
66566PS58A;27001;Quibdo;Choco
101653PA98A;73001;Ibague;Tolima
32482PB40A;52385;La llanada;Nariño
53171PH57A;54003;Abrego;Norte de santander
70541PO75B;5002;Abejorral;Antioquia
53611PJ57A;52473;Mosquera;Nariño
25533PP49A;52203;Colon;Nariño
84949PT74A;52210;Contadero;Nariño
31678PA68B;23001;Monteria;Cordoba
19864PG61A;11001;Bogota d.c.;Bogota d.c.
101309PT60A;52323;Gualmatan;Nariño
112280PH13A;54003;Abrego;Norte de santander
29202PM33A;86001;Mocoa;Putumayo
75717PE24A;50006;Acacias;Meta
92783PO92B;5002;Abejorral;Antioquia
77899PK55A;68001;Bucaramanga;Santander
276PI40A;23001;Monteria;Cordoba
101914PB87C;97001;Mitu;Vaupes
24496PR72A;52051;Arboleda;Nariño
54585PJ45A;52565;Providencia;Nariño
68368PJ44A;52323;Gualmatan;Nariño
88047PJ20A;50683;San juan de arama;Meta
10049PI63D;66001;Pereira;Risaralda
66034PB80A;52001;Pasto;Nariño
41854PC59B;91001;Leticia;Amazonas
67093PA31A;52506;Ospina;Nariño
10902PD16B;91001;Leticia;Amazonas
70494PQ83A;52405;Leiva;Nariño
40178PA77A;15001;Tunja;Boyaca
44334PH42C;73001;Ibague;Tolima
93972PM63D;8001;Barranquilla;Atlantico
78363PH86A;54003;Abrego;Norte de santander
82304PQ67A;50006;Acacias;Meta
60988PC93D;44001;Riohacha;La guajira
56795PL83A;52381;La florida;Nariño
24098PJ94A;50683;San juan de arama;Meta
74350PJ58B;70001;Sincelejo;Sucre
13150PF42A;19001;Popayan;Cauca
65221PN34A;50683;San juan de arama;Meta
107055PF10A;52110;Buesaco;Nariño
25024PD21A;5001;Medellin;Antioquia
79021PQ66A;13006;Achi;Bolivar
72965PS14A;27001;Quibdo;Choco
19704PI40A;76001;Cali;Valle del cauca
7287PQ60A;52381;La florida;Nariño
58125PD16A;11001;Bogota d.c.;Bogota d.c.
63592PF60A;19001;Popayan;Cauca
85054PN65C;27001;Quibdo;Choco
91864PG54D;52435;Mallama;Nariño
82378PS32A;54001;Cucuta;Norte de santander
38596PE42A;81001;Arauca;Arauca
18072PF60C;52411;Linares;Nariño
2954PA79A;76001;Cali;Valle del cauca
38966PA15A;52381;La florida;Nariño
31360PF54A;66001;Pereira;Risaralda
85165PI62A;5002;Abejorral;Antioquia
70243PB60B;23001;Monteria;Cordoba
63373PC99A;70001;Sincelejo;Sucre
39576PB13C;91001;Leticia;Amazonas
111301PF27A;52323;Gualmatan;Nariño
58867PC78A;91001;Leticia;Amazonas
65128PO15A;52323;Gualmatan;Nariño
13755PL72A;50683;San juan de arama;Meta
698PP42A;50006;Acacias;Meta
106254PS35A;8001;Barranquilla;Atlantico
21027PQ42A;5001;Medellin;Antioquia
38655PO70B;17001;Manizales;Caldas
33796PQ95A;13006;Achi;Bolivar
75860PR53A;50001;Villavicencio;Meta
68733PN90A;76001;Cali;Valle del cauca
101678PM44C;66001;Pereira;Risaralda
85225PR49A;11001;Bogota d.c.;Bogota d.c.
67408PE41B;54003;Abrego;Norte de santander
110287PR84B;85001;Yopal;Casanare
107056PS52A;8001;Barranquilla;Atlantico
58767PS40A;52565;Providencia;Nariño
77193PA95A;27001;Quibdo;Choco
20801PF45A;54001;Cucuta;Norte de santander
48679PI14B;66001;Pereira;Risaralda
60691PJ11A;44001;Riohacha;La guajira
68201PT23B;52207;Consaca;Nariño
657PF77B;25001;Agua de dios;Cundinamarca
98475PC50G;68001;Bucaramanga;Santander
104918PL78B;68001;Bucaramanga;Santander
63188PJ16A;52001;Pasto;Nariño
92934PF73A;91001;Leticia;Amazonas
68371PK90A;54001;Cucuta;Norte de santander
86477PN43A;52411;Linares;Nariño
88179PN13A;73001;Ibague;Tolima
93238PI34B;50683;San juan de arama;Meta
108135PC64A;66001;Pereira;Risaralda
99671PI48A;5001;Medellin;Antioquia
10266PF93A;50001;Villavicencio;Meta
24669PR77A;52323;Gualmatan;Nariño
85325PB95A;54003;Abrego;Norte de santander
53630PS75B;25001;Agua de dios;Cundinamarca
95680PI31A;52473;Mosquera;Nariño
34191PN20A;13006;Achi;Bolivar
65870PN51C;52323;Gualmatan;Nariño
99941PK39A;52207;Consaca;Nariño
43658PM80A;50001;Villavicencio;Meta
90104PK95A;94001;Inirida;Guainia
56229PR58A;52210;Contadero;Nariño
48710PM87A;18001;Florencia;Caqueta
63222PH61A;50001;Villavicencio;Meta
73822PH99A;5002;Abejorral;Antioquia
14024PT93A;50686;San juanito;Meta
44515PN33A;52490;Olaya herrera;Nariño
97852PQ91A;52354;Imues;Nariño
74516PI20C;17001;Manizales;Caldas
39363PO16A;52490;Olaya herrera;Nariño
9634PQ90A;76001;Cali;Valle del cauca
28715PM15A;50006;Acacias;Meta
59978PI20A;52427;Magui;Nariño
1750PR93A;5002;Abejorral;Antioquia
82496PS85B;8001;Barranquilla;Atlantico
18077PR86A;52051;Arboleda;Nariño
95190PP37B;52565;Providencia;Nariño
22505PF43A;85001;Yopal;Casanare
49452PG32A;11001;Bogota d.c.;Bogota d.c.
4886PO33A;17001;Manizales;Caldas
36773PG74A;52385;La llanada;Nariño
3998PB25A;52390;La tola;Nariño
48269PP31A;76001;Cali;Valle del cauca
104353PH85A;52560;Potosi;Nariño
47422PN93A;50006;Acacias;Meta
5154PH39C;5001;Medellin;Antioquia
41539PG15A;52427;Magui;Nariño
69548PJ53A;66001;Pereira;Risaralda
1575PM57A;52323;Gualmatan;Nariño
76753PG35A;66001;Pereira;Risaralda
57925PL57B;5002;Abejorral;Antioquia
24031PG20A;50686;San juanito;Meta
91456PS96A;52051;Arboleda;Nariño
13193PI68A;52473;Mosquera;Nariño
89428PS16A;17001;Manizales;Caldas
61136PJ97A;17001;Manizales;Caldas
53045PT45A;52001;Pasto;Nariño
9038PG21A;66001;Pereira;Risaralda
71740PP62A;8001;Barranquilla;Atlantico
85017PN57B;11001;Bogota d.c.;Bogota d.c.
93083PH34A;50006;Acacias;Meta
52031PM58A;19001;Popayan;Cauca
103717PJ56A;52240;Chachagui;Nariño
41230PC23A;52480;Nariño;Nariño
68193PQ36A;8001;Barranquilla;Atlantico
59809PK39A;50006;Acacias;Meta
50125PB97A;50001;Villavicencio;Meta
10001PS79A;66001;Pereira;Risaralda
65005PA45A;52210;Contadero;Nariño
86648PM15A;52427;Magui;Nariño
109379PP20A;54003;Abrego;Norte de santander
98251PE15A;44001;Riohacha;La guajira
44081PJ86A;50683;San juan de arama;Meta
108818PQ73A;52399;La union;Nariño
60947PD53A;17001;Manizales;Caldas
87983PT13A;76001;Cali;Valle del cauca
61602PB76A;50683;San juan de arama;Meta
3190PK51A;97001;Mitu;Vaupes
23008PM78A;81001;Arauca;Arauca
41580PJ74A;20001;Valledupar;Cesar
101967PG57A;52378;La cruz;Nariño
89680PP55A;76001;Cali;Valle del cauca
73616PT66A;50006;Acacias;Meta
42091PS86C;85001;Yopal;Casanare
39285PC38A;52435;Mallama;Nariño
39516PS17A;66001;Pereira;Risaralda
69706PJ95A;52323;Gualmatan;Nariño
18016PB72A;52210;Contadero;Nariño
29556PK56A;52473;Mosquera;Nariño
31180PB40A;52210;Contadero;Nariño
98973PK59A;70001;Sincelejo;Sucre
75792PP85A;52435;Mallama;Nariño
45848PO62A;50686;San juanito;Meta
24719PK84A;52480;Nariño;Nariño
70523PR51B;52203;Colon;Nariño
9444PS90A;52565;Providencia;Nariño
63507PI52A;19001;Popayan;Cauca
7857PQ46A;52565;Providencia;Nariño
103381PL31A;13006;Achi;Bolivar
106345PL97A;50006;Acacias;Meta
87602PB98A;52323;Gualmatan;Nariño
74123PJ32A;54003;Abrego;Norte de santander
51649PK35A;50001;Villavicencio;Meta
9545PF94A;11001;Bogota d.c.;Bogota d.c.
92175PI64A;54001;Cucuta;Norte de santander
71980PJ41A;66001;Pereira;Risaralda
107008PE92A;68001;Bucaramanga;Santander
112064PR85A;52323;Gualmatan;Nariño
61568PQ57A;5002;Abejorral;Antioquia
53393PB93A;8001;Barranquilla;Atlantico
31162PN54A;52560;Potosi;Nariño
26778PO53D;52418;Los andes;Nariño
56701PL68A;52323;Gualmatan;Nariño
87360PA94B;25001;Agua de dios;Cundinamarca
89572PH78A;66001;Pereira;Risaralda
107962PR21A;18001;Florencia;Caqueta
28658PA27B;70001;Sincelejo;Sucre
52757PB55A;8001;Barranquilla;Atlantico
97776PN31A;52405;Leiva;Nariño
44229PF60A;50001;Villavicencio;Meta
107675PH69D;52473;Mosquera;Nariño
56607PK71A;52210;Contadero;Nariño
90767PJ92A;52203;Colon;Nariño
41572PT91A;66001;Pereira;Risaralda
55868PM11A;52540;Policarpa;Nariño
79115PM75A;52480;Nariño;Nariño
38904PH69A;76001;Cali;Valle del cauca
85915PO70A;52480;Nariño;Nariño
13532PB42A;66001;Pereira;Risaralda
5975PS13A;52565;Providencia;Nariño
53981PI20A;20001;Valledupar;Cesar
44346PK60A;50006;Acacias;Meta
77346PB28A;18001;Florencia;Caqueta
32209PL98A;50001;Villavicencio;Meta
46322PR73A;52427;Magui;Nariño
71516PM35A;52435;Mallama;Nariño
84203PQ31A;50006;Acacias;Meta
21520PG72A;17001;Manizales;Caldas
63910PH16A;66001;Pereira;Risaralda
93947PI74B;54001;Cucuta;Norte de santander
74879PI36A;52427;Magui;Nariño
59280PG72A;94001;Inirida;Guainia
8830PI52A;23001;Monteria;Cordoba
28159PS28A;50683;San juan de arama;Meta
60336PA26A;91001;Leticia;Amazonas
11366PG54A;70001;Sincelejo;Sucre
41098PI90A;50001;Villavicencio;Meta
95465PO85A;52540;Policarpa;Nariño
85775PB77A;52210;Contadero;Nariño
3770PQ51A;52411;Linares;Nariño
66446PG55A;70001;Sincelejo;Sucre
77336PD93A;52083;Belen;Nariño
8849PL62A;17001;Manizales;Caldas
15563PO85A;52378;La cruz;Nariño
77419PC86A;8001;Barranquilla;Atlantico
48700PP99A;52323;Gualmatan;Nariño
107528PM41A;66001;Pereira;Risaralda
22968PA95A;94001;Inirida;Guainia
64971PA70B;50686;San juanito;Meta
82125PB15B;27001;Quibdo;Choco
77246PB64A;52378;La cruz;Nariño
60184PR75H;66001;Pereira;Risaralda
56660PH82A;68001;Bucaramanga;Santander
39063PQ85A;94001;Inirida;Guainia
26349PN98A;17001;Manizales;Caldas
71849PJ46A;52418;Los andes;Nariño
2884PJ86B;52356;Ipiales;Nariño
52995PB23A;52210;Contadero;Nariño
13529PA81A;86001;Mocoa;Putumayo
91808PF73A;50686;San juanito;Meta
31628PO32A;52565;Providencia;Nariño
84956PQ78A;76001;Cali;Valle del cauca
26720PS34A;52323;Gualmatan;Nariño
81481PL39A;50001;Villavicencio;Meta
28727PD29A;68001;Bucaramanga;Santander
30468PS21A;52210;Contadero;Nariño
30326PS89A;54003;Abrego;Norte de santander
101944PH17A;54003;Abrego;Norte de santander
10225PK48A;52490;Olaya herrera;Nariño
43557PD10A;91001;Leticia;Amazonas
5759PR91B;50006;Acacias;Meta
18705PF44A;66001;Pereira;Risaralda
46533PR68A;52480;Nariño;Nariño
64670PJ35A;52378;La cruz;Nariño
31413PT50A;52354;Imues;Nariño
12650PQ94A;66001;Pereira;Risaralda
94039PK73A;70001;Sincelejo;Sucre
96526PG15E;52405;Leiva;Nariño
33907PL74A;52473;Mosquera;Nariño
77890PI41A;88001;San andres;San andres
68631PJ70A;5001;Medellin;Antioquia
90197PK28A;52565;Providencia;Nariño
42573PS86A;81001;Arauca;Arauca
76293PL95A;68001;Bucaramanga;Santander
92408PC63A;68001;Bucaramanga;Santander
44251PO65A;76001;Cali;Valle del cauca
73154PO21A;76001;Cali;Valle del cauca
103090PJ96A;50683;San juan de arama;Meta
39742PC41B;85001;Yopal;Casanare
16276PP46E;50683;San juan de arama;Meta
7081PC12A;52210;Contadero;Nariño
102407PG77A;91001;Leticia;Amazonas
13350PF63A;63001;Armenia;Quindio
26286PM66A;52323;Gualmatan;Nariño
2291PE18A;52565;Providencia;Nariño
4544PD17B;11001;Bogota d.c.;Bogota d.c.
54146PG28A;52490;Olaya herrera;Nariño
90126PI65A;15001;Tunja;Boyaca
46583PH66A;50001;Villavicencio;Meta
31720PS52A;52520;Francisco pizarro;Nariño
8188PL42A;52399;La union;Nariño
65485PS14A;81001;Arauca;Arauca
40250PC16A;50001;Villavicencio;Meta
65236PM10A;50686;San juanito;Meta
26681PH50A;52381;La florida;Nariño
1652PE50A;52411;Linares;Nariño
38647PG52B;52001;Pasto;Nariño
64217PE77A;50006;Acacias;Meta
32173PQ49A;85001;Yopal;Casanare
72893PF76A;50683;San juan de arama;Meta
68674PS26A;52399;La union;Nariño
2138PE27A;27001;Quibdo;Choco
58321PJ29A;52480;Nariño;Nariño
110552PI32A;44001;Riohacha;La guajira
109248PM40A;23001;Monteria;Cordoba
86296PS91A;76001;Cali;Valle del cauca
80121PN15A;50001;Villavicencio;Meta
2328PT84A;19001;Popayan;Cauca
91946PP89A;52565;Providencia;Nariño
33065PL23A;23001;Monteria;Cordoba
22344PI63A;63001;Armenia;Quindio
32207PQ44B;91001;Leticia;Amazonas
66999PT20B;52520;Francisco pizarro;Nariño
73258PN14A;68001;Bucaramanga;Santander
38137PG81A;13006;Achi;Bolivar
40129PC41B;52427;Magui;Nariño
96360PE55A;50001;Villavicencio;Meta
72779PK63A;17001;Manizales;Caldas
71020PF68A;52473;Mosquera;Nariño
103202PE37B;52565;Providencia;Nariño
76372PJ86A;50001;Villavicencio;Meta
99559PR55A;50001;Villavicencio;Meta
75034PS73A;50686;San juanito;Meta
45381PC41A;52473;Mosquera;Nariño
50695PK76A;44001;Riohacha;La guajira
60839PG59A;50686;San juanito;Meta
60977PG79B;52051;Arboleda;Nariño
32572PF31A;97001;Mitu;Vaupes
73014PA38A;54003;Abrego;Norte de santander
8290PM42A;52210;Contadero;Nariño
17991PG82A;23001;Monteria;Cordoba
99717PI54A;76001;Cali;Valle del cauca
7126PG95A;27001;Quibdo;Choco
44684PM90A;66001;Pereira;Risaralda
22220PF48A;73001;Ibague;Tolima
33784PK64A;76001;Cali;Valle del cauca
64560PO74A;50006;Acacias;Meta
76263PE12A;50001;Villavicencio;Meta
101376PT21A;63001;Armenia;Quindio
64871PR78A;52323;Gualmatan;Nariño
92284PQ83A;52405;Leiva;Nariño
20924PD51A;52435;Mallama;Nariño
59921PH87C;50686;San juanito;Meta
51680PB39A;70001;Sincelejo;Sucre
54138PS21A;52203;Colon;Nariño
104239PL42A;52385;La llanada;Nariño
67442PC25A;52560;Potosi;Nariño
78245PG75A;63001;Armenia;Quindio
53508PN66A;76001;Cali;Valle del cauca
7279PS48A;50683;San juan de arama;Meta
21675PH90A;54003;Abrego;Norte de santander
30108PG61A;5002;Abejorral;Antioquia
104329PE48A;68001;Bucaramanga;Santander
60647PM32A;52378;La cruz;Nariño
106066PB10A;52480;Nariño;Nariño
93868PK64A;52079;Barbacoas;Nariño
45494PK34B;52490;Olaya herrera;Nariño
95809PN45A;52399;La union;Nariño
106953PJ41A;50001;Villavicencio;Meta
27992PE54A;52203;Colon;Nariño
72488PK38E;70001;Sincelejo;Sucre
68448PB95A;50683;San juan de arama;Meta
20041PC38A;52411;Linares;Nariño
80730PD59A;85001;Yopal;Casanare
59539PS61A;97001;Mitu;Vaupes
67964PN88A;94001;Inirida;Guainia
97721PT18A;52210;Contadero;Nariño
99199PO26A;97001;Mitu;Vaupes
3059PR92A;52411;Linares;Nariño
51639PM37A;52473;Mosquera;Nariño
106830PC52B;52051;Arboleda;Nariño
75502PN66A;95001;San jose del guaviare;Guaviare
111903PP71A;52435;Mallama;Nariño
27333PR31A;17001;Manizales;Caldas
45267PD28A;17001;Manizales;Caldas
51985PK80A;95001;San jose del guaviare;Guaviare
85998PQ45A;50686;San juanito;Meta
60520PS14A;52323;Gualmatan;Nariño
82316PS85A;50006;Acacias;Meta
9799PS51A;50006;Acacias;Meta
73718PC61A;50006;Acacias;Meta
86966PI36A;97001;Mitu;Vaupes
89348PD83B;76001;Cali;Valle del cauca
17967PF79A;50001;Villavicencio;Meta
69472PJ56A;5001;Medellin;Antioquia
53244PJ20A;20001;Valledupar;Cesar
73255PE82A;99001;Puerto carreño;Vichada
37602PF12B;52210;Contadero;Nariño
8204PO74A;52399;La union;Nariño
91703PT13A;52323;Gualmatan;Nariño
105732PR69A;17001;Manizales;Caldas
90897PO61A;95001;San jose del guaviare;Guaviare
109321PD85B;52210;Contadero;Nariño
3820PK97A;52210;Contadero;Nariño
107207PL35A;52411;Linares;Nariño
108858PL50A;50001;Villavicencio;Meta
82572PG64B;13006;Achi;Bolivar
84497PJ81A;20001;Valledupar;Cesar
57323PM66F;52565;Providencia;Nariño
31155PG78A;52490;Olaya herrera;Nariño
2659PS47A;63001;Armenia;Quindio
44022PE71A;5001;Medellin;Antioquia
11172PP94A;52435;Mallama;Nariño
73456PG26B;50686;San juanito;Meta
16887PC86A;11001;Bogota d.c.;Bogota d.c.
88749PQ64A;52490;Olaya herrera;Nariño
70442PR15A;50686;San juanito;Meta
8918PF60A;85001;Yopal;Casanare
38783PC13A;52203;Colon;Nariño
44565PJ75B;8001;Barranquilla;Atlantico
81511PT39A;50006;Acacias;Meta
15436PS39A;52323;Gualmatan;Nariño
1351PL85A;8001;Barranquilla;Atlantico
37684PG59A;94001;Inirida;Guainia
104669PO59C;70001;Sincelejo;Sucre
54982PE52B;52323;Gualmatan;Nariño
1712PE67A;17001;Manizales;Caldas
14618PB66A;52051;Arboleda;Nariño
80741PB32A;11001;Bogota d.c.;Bogota d.c.
44178PO76A;17001;Manizales;Caldas
54071PK81A;50006;Acacias;Meta
110290PR19A;11001;Bogota d.c.;Bogota d.c.
21715PB33A;52385;La llanada;Nariño
47358PL61A;23001;Monteria;Cordoba
83122PM13A;50006;Acacias;Meta
77265PN78A;19001;Popayan;Cauca
78206PA79A;17001;Manizales;Caldas
110160PD98A;85001;Yopal;Casanare
20955PF67A;66001;Pereira;Risaralda
59060PP96A;52203;Colon;Nariño
509PO40A;52411;Linares;Nariño
101163PB50A;52480;Nariño;Nariño
42367PJ49A;11001;Bogota d.c.;Bogota d.c.
46921PF84A;52323;Gualmatan;Nariño
66196PT42B;91001;Leticia;Amazonas
101690PI79A;52418;Los andes;Nariño
110530PF78B;91001;Leticia;Amazonas
15227PM12A;50001;Villavicencio;Meta
100457PA84C;52210;Contadero;Nariño
12594PM10A;76001;Cali;Valle del cauca
54204PE99A;52405;Leiva;Nariño
17905PA10A;52427;Magui;Nariño
65846PP79A;85001;Yopal;Casanare
